rgb_r_median	rgb_g_median	rgb_b_median	rgb_r_std	rgb_g_std	rgb_b_std	rgb_r_skew	rgb_g_skew	rgb_b_skew	hsv_h_median	hsv_s_median	hsv_v_median	hsv_h_std	hsv_s_std	hsv_v_std	hsv_h_skew	hsv_s_skew	hsv_v_skew	Lab_L_median	Lab_a_median	Lab_b_median	Lab_L_std	Lab_a_std	Lab_b_std	Lab_L_skew	Lab_a_skew	Lab_b_skew	CIECAM02_J	CIECAM02_M	CIECAM02_h_cam	yuv_y	yuv_u	yuv_v	cmyk_c	cmyk_m	cmyk_y	cmyk_k	rg_ratio_median	rb_ratio_median	bg_ratio_median	orange_intensity	saturation	yellow_component	SampleName	BatchID	Concentration
114.0	38.0	9.0	5.338531292653871	3.4760393794728874	1.4482822949721197	-1.2651539810111052	-0.2890137808091454	-0.2616927918415095	0.0455974842767295	0.9210526315789476	0.4470588235294118	0.0029280829294189	0.0112825235701601	0.0209354168339391	0.3153740921369239	0.0803403801638278	-1.2651539810115755	26.882171837432274	31.912906399802683	34.51034501302308	1.6004214549681943	1.246850569065652	1.5252426674274877	-1.0692008094977423	-0.7186688633008136	-1.3350033441002274	26.882171837432274	47.00422861616233	0.8244826076685018	58.0	104.0	178.0	0.0	0.6695637702941895	0.9210505485534668	0.5529412031173706	3.026315689086914	12.666665077209473	0.2368421107530594	78.39999999999999	0.8322981397708421	0.3304347797353497	batch-2025-04-02_17	batch-2025-04-02	87.26
104.0	34.0	10.0	5.199030722053912	3.5126682846069004	2.12115879232286	-1.1075081018604649	0.1201236873134927	-0.2310697718619625	0.0439560439560439	0.9029126213592232	0.4078431372549019	0.0028741887461885	0.0173734371409796	0.0203883557727597	0.575480141279851	0.1512944348869852	-1.107508101857036	24.2261788826371	29.718913192271824	30.5273385136308	1.6096742993369888	1.298082582390523	1.262398269825087	-0.7321020268286897	-0.6405437578933257	-1.1859523977055135	24.2261788826371	42.60436829781184	0.7988160405556624	52.0	107.0	173.0	0.0	0.6698096990585327	0.9029103517532348	0.5921568870544434	3.028571367263794	10.299999237060549	0.294117659330368	71.8	0.7945205521673859	0.3301886761302955	batch-2025-04-02_18	batch-2025-04-02	84.78
167.0	106.0	33.0	2.32684287480009	3.111437432907334	2.734150195615098	-1.665449653380343	0.2723910548398081	0.6177646335403133	0.0904392764857881	0.8023952095808383	0.6549019607843137	0.0023117813681516	0.0160145925618686	0.0091248740188248	0.607774556641064	-0.6559313792621277	-1.6654496534031589	50.13800900734499	18.02282504355696	48.18384803184424	0.9517751478041448	1.5125477638478853	0.739424391803306	-0.3603283088353969	-0.6443390033709417	-0.989322889795809	50.13800900734499	51.44419727925127	1.2128650437975883	116.0	87.0	172.0	0.0	0.3636357486248016	0.8023939728736877	0.3450980186462402	1.5714285373687744	5.060606002807617	0.3142857253551483	128.0	-0.999999882352948	0.6363636325068871	batch-2025-04-02_19	batch-2025-04-02	7.46
78.0	11.0	2.0	2.62875416978139	0.6800166380199705	0.7325900623369963	0.19115944838821	-0.0631225822431303	-0.1712359327443108	0.0189873417721519	0.974025974025974	0.3058823529411765	0.001430965920471	0.0091089019683251	0.0103088398814935	0.2962920604075514	0.2846884099003389	0.1911594483711301	14.744409773979848	30.090223032687	21.547936455844308	0.6577364614987469	0.8558702185925869	0.9021155360725892	0.2231555329344364	0.0469961140421623	0.0416913009984803	14.744409773979848	37.00993228394171	0.6214570066005372	30.0	115.0	170.0	0.0	0.8589715361595154	0.9740226864814758	0.6941176652908325	7.090908527374268	38.49998092651367	0.1818181723356247	49.2	0.9325842719353616	0.14102563921762	batch-2025-04-16_1	batch-2025-04-16	731.73
158.0	87.0	26.0	4.786598974516754	5.013976670860884	2.308048603954575	-6.231304513937414	-3.4259975544611225	-1.3287470796502605	0.0764411027568922	0.8364779874213837	0.6196078431372549	0.0034528013787402	0.0128310621911677	0.0187709763706466	-1.3732581406035145	0.6039779212019804	-6.2313045139471095	44.45823960045715	25.20068224711697	45.1862334473241	1.7966604252842728	1.631599271004467	1.2632518516975946	-5.221771076271204	-0.6453045442665777	-6.327154001337695	44.45823960045715	51.73847774022954	1.062055235855916	101.0	91.0	178.0	0.0	0.4528294205665588	0.8364766240119934	0.3803921341896057	1.8275861740112305	6.115384101867676	0.3012048304080963	117.6	-4.199998960000208	0.5471698078794351	batch-2025-04-16_2	batch-2025-04-16	6.57
62.0	8.0	2.0	1.9661533368454511	0.6649552101451071	0.8107284931710594	0.4159252254062148	0.0187209467433707	-0.4343899439923056	0.014367816091954	0.9666666666666668	0.2431372549019607	0.0025605469094474	0.0131957862785817	0.007710405242528	0.259455986012471	0.4018958620283474	0.4159252253658465	10.431332610241425	25.354745909087704	15.053053019954517	0.5207915024653326	0.6660622437048919	0.8810502659575193	0.4585260489195289	0.1959121350018477	0.4578962386447945	10.431332610241425	29.486565505937808	0.5357725308462239	23.0	118.0	162.0	0.0	0.8749964833259583	0.966662585735321	0.7568627595901489	7.999999046325684	29.99998664855957	0.2857142388820648	39.0	0.9130434820415876	0.124999998046875	batch-2025-04-16_3	batch-2025-04-16	977.44
132.0	66.0	19.0	3.3426119780430543	3.412899967494861	2.1911791051360305	-0.5331445004993655	0.7316020305962702	0.824038062507125	0.0695652173913043	0.8560606060606061	0.5176470588235295	0.0020863559473246	0.0140091983460361	0.0131082822668365	0.6166135765787063	-0.7889075439417862	-0.5331445004753137	35.845445987348434	25.254644034153035	39.0610409670293	1.267854295957317	0.9968485955950814	0.7394573127521883	0.2792202220344816	-1.3477462024406344	-1.8392202372657096	35.845445987348434	46.51410502976192	0.9968551491354654	81.0	98.0	174.0	0.0	0.5037584900856018	0.8560589551925659	0.4823529124259949	2.0151515007019043	6.947367668151856	0.2923077046871185	96.6	0.7361111147762345	0.4962405977726271	batch-2025-04-16_4	batch-2025-04-16	6.63
69.0	9.0	2.0	2.3683587077230075	0.9044060742761184	0.7045137489867758	-0.0482178178914635	0.406370381907569	-0.507227314576793	0.0185185185185185	0.9710144927536232	0.2705882352941176	0.0021888605317946	0.0102709509023336	0.0092876812067626	-0.1827406943174814	0.4296312789334445	-0.0482178179193783	12.38622646008578	27.58562382927656	18.41902078336957	0.6550847350950393	0.6627760160158392	0.9955243312778784	0.0728364043776885	-0.4740145029072869	-0.2095990500384875	12.38622646008578	33.1696694084905	0.5887201480871805	26.0	116.0	166.0	0.0	0.8695619702339172	0.9710108637809752	0.7294117212295532	7.666666030883789	34.49998474121094	0.199999988079071	43.6	0.9250000028125	0.1304347807183365	batch-2025-04-16_5	batch-2025-04-16	668.93
59.0	8.0	2.0	2.5292205143072146	0.6638838561700312	0.7787037604837164	-0.0488060877209431	-0.135118331926299	-0.2345445037398068	0.0161290322580645	0.9661016949152542	0.2313725490196078	0.0023791601465058	0.013305696909145	0.0099185118208148	-0.1450666405496911	0.183621018097018	-0.0488060877527718	9.89579794340128	24.301870242891795	14.554521642396828	0.6702163082226957	0.8326649896497018	1.0897155801248168	-0.1512410544802927	0.1253451269144025	-0.2222072603502021	9.89579794340128	28.32693060572125	0.539614268450187	23.0	118.0	160.0	0.0	0.8688488602638245	0.9660975337028505	0.7686274647712708	7.624999046325684	29.49998664855957	0.2857142388820648	37.8	0.9130434820415876	0.1311475388336469	batch-2025-04-16_6	batch-2025-04-16	808.03
54.0	7.0	2.0	2.3798069296465942	0.6873720890623113	0.6590501922447304	1.061727096660955	-0.2718871745972243	-0.1932776130397638	0.0133333333333333	0.9622641509433962	0.2117647058823529	0.0018448598986806	0.011495334552629	0.0093325761946909	0.545015929495501	0.2792977565996311	1.0617270966662815	8.507740444807432	22.877413839821088	12.428317285432955	0.6680154002088551	0.7399825067857123	0.9570870994773776	0.7880284330491273	1.1711615225833027	1.2403880693215052	8.507740444807432	26.0353439490595	0.497651577601164	21.0	119.0	158.0	0.0	0.8703662753105164	0.9622595310211182	0.7882353067398071	7.714284896850586	26.49998664855957	0.333333283662796	34.4	0.901639349099704	0.1296296272290809	batch-2025-04-16_7	batch-2025-04-16	967.94
64.0	8.0	2.0	2.5829161337241406	0.7834023714423299	0.7402695577858157	0.3536317264569854	0.1574282878191316	-0.0313503330007242	0.0161290322580645	0.96875	0.2509803921568627	0.0024465983709238	0.0116101070478903	0.0101290828773604	-0.1390117891725692	-0.0822027945812115	0.3536317264404411	11.052594908235267	26.155807443537167	16.39932359055148	0.695254715352133	0.7872033487290091	1.097208171198912	0.3780471718847003	0.1208711493027474	0.2998819771049092	11.052594908235267	30.871735896301853	0.5600261345775042	24.0	117.0	163.0	0.0	0.8749964833259583	0.9687460660934448	0.7490196228027344	7.999999046325684	31.999984741210938	0.2499999701976776	40.4	0.9189189222059896	0.124999998046875	batch-2025-04-16_8	batch-2025-04-16	903.32
61.0	8.0	2.0	2.3146225059727263	0.724112297737501	0.7732325571521285	0.417074316163327	0.2410300799885991	-0.2221191039430224	0.014367816091954	0.9661016949152542	0.2392156862745098	0.0024081843571987	0.0127061341909729	0.0090769510038191	0.1962649371004424	0.2086272544729506	0.4170743161192287	10.354122428569752	25.11440703458169	14.909852361750076	0.6193919862476109	0.7673280773777007	0.9751842408244	0.4369005475126755	0.1775625957771468	0.4854455589855799	10.354122428569752	29.20679951908169	0.5357574561151847	23.0	118.0	161.0	0.0	0.8749960064888	0.9660975337028505	0.7607843279838562	7.999999046325684	29.49998664855957	0.2857142388820648	38.8	0.9130434820415876	0.124999998046875	batch-2025-04-16_9	batch-2025-04-16	1108.51
78.0	11.0	2.0	2.8741950406889387	0.6901072055713299	0.900025268045241	0.1442061593953845	0.170319741536899	0.2355926866550212	0.0189873417721519	0.974025974025974	0.3058823529411765	0.0015708549766097	0.0109291687463945	0.0112713531007413	0.0580352653731021	-0.0854377439507294	0.1442061593882437	14.768506499856652	30.09493377910899	22.33146790731368	0.7209219146234842	0.9267089665911016	0.9362308614855424	0.2261708428611752	-0.0160545147130205	-0.3411820860552008	14.768506499856652	37.47531851851744	0.6383834263728027	30.0	114.0	170.0	0.0	0.8589715361595154	0.9740226864814758	0.6941176652908325	7.090908527374268	38.49998092651367	0.1818181723356247	49.6	0.9325842719353616	0.14102563921762	batch-2025-04-16_10	batch-2025-04-16	647.75
152.0	84.0	29.0	2.560591123925711	3.354225713840318	2.6252246732809548	-0.7802858626773884	0.1151148935253697	0.684039175992262	0.075	0.8104575163398693	0.596078431372549	0.0021540267628012	0.0155985698245881	0.0100415338193177	0.0994679761139797	-0.7516067950052712	-0.7802858625732293	42.91612402145041	24.01473946420208	42.46100445292596	1.0884536966254617	1.3025089325476935	0.6654721012351029	-0.1897010115583864	-0.2786462209917038	-0.915364977922448	42.91612402145041	48.78160114925404	1.056076584810646	98.0	94.0	175.0	0.0	0.4473677277565002	0.8104561567306519	0.4039215445518493	1.8095238208770752	5.275861740112305	0.3448275923728943	114.0	-6.909088752066704	0.5526315753116344	batch-2025-04-16_11	batch-2025-04-16	6.43
95.0	15.0	3.0	2.7326832848424023	0.8563957168079481	0.799676310995448	-0.3262116845227986	0.0471130840011686	-0.2519031923654319	0.0222222222222222	0.9677419354838708	0.3725490196078431	0.0015569864243002	0.0083801782805699	0.0107164050385959	0.4082004128531395	0.2898430519831997	-0.326211684560418	19.157627448677765	34.66807815230266	27.40120555598813	0.6859774579271429	0.795496631844586	0.9578678312550408	-0.33346005441989	-0.333179396733675	-0.121466154841776	19.157627448677765	44.18938457022999	0.668851937955959	38.0	111.0	178.0	0.0	0.8409066200256348	0.9677392244338988	0.6274509429931641	6.28571367263794	30.99999046325684	0.199999988079071	60.6	0.9189189211102994	0.1590909072830579	batch-2025-04-16_12	batch-2025-04-16	440.38
75.0	11.0	2.0	2.83322278965654	0.7266979961624195	0.6699002994319262	-0.3386683322549997	-0.712842011838446	-0.3594195508591922	0.0202702702702702	0.9736842105263156	0.2941176470588235	0.0013534518635903	0.0087776949704291	0.0111106776064989	-0.6752140793915119	0.4417112281843268	-0.3386683322937262	14.059377811407494	29.021840397648543	20.89893343176256	0.7325935397114951	0.8728575792097385	1.0192946496618869	-0.4699165625048029	-0.137995864322532	-0.2831823290772472	14.059377811407494	35.7635657988941	0.6240958556310952	29.0	115.0	168.0	0.0	0.8552602529525757	0.9736809134483336	0.7058823108673096	6.909090518951416	37.99998092651367	0.1818181723356247	47.6	0.9325842719353616	0.144736840200831	batch-2025-04-16_13	batch-2025-04-16	729.54
62.0	8.0	2.0	2.2740987488033664	0.7012782662243845	0.8492416825722848	0.4443819720275276	0.0369708036439181	0.059050915739509	0.0161290322580645	0.96875	0.2431372549019607	0.0027808563581266	0.0137247684554273	0.0089180343090293	-0.2942297185672943	-0.1258473285721962	0.444381971997976	10.559744244394077	25.910466702569813	16.047782565644138	0.6049236770310676	0.7376207058764622	1.005498920239908	0.4849903861943948	0.2444308744846365	0.208721331095184	10.559744244394077	30.477591932749064	0.5545298392758867	23.0	117.0	162.0	0.0	0.8709641695022583	0.9687460660934448	0.7568627595901489	7.749999046325684	31.999984741210938	0.2499999701976776	39.2	0.9189189222059896	0.1290322559833507	batch-2025-04-16_14	batch-2025-04-16	875.58
61.0	8.0	2.0	2.5003948103636624	0.7228961792660288	0.7841817858828456	0.6126682237563719	0.2750332050596509	-0.0655574416150949	0.014367816091954	0.9661016949152542	0.2392156862745098	0.0024895955956232	0.0129339947274056	0.0098054698445571	0.0117764420179016	0.0244090805470547	0.6126682236957519	10.354122428569752	25.11440703458169	14.909852361750076	0.6602321161319855	0.8326397122357301	1.0548409913947998	0.6521686143590107	0.3051529074782399	0.6614592124994444	10.354122428569752	29.20679951908169	0.5357574561151847	23.0	118.0	161.0	0.0	0.8709641695022583	0.9660975337028505	0.7607843279838562	7.749999046325684	29.49998664855957	0.2857142388820648	38.8	0.9130434820415876	0.1290322559833507	batch-2025-04-16_15	batch-2025-04-16	985.83
56.0	7.0	2.0	2.573979665712084	0.724621866448345	0.6899411425749054	0.6827647125531572	0.0979616097050566	0.0300849248815286	0.0125786163522012	0.9629629629629628	0.2196078431372549	0.0021505838897365	0.0119313857023387	0.0100940379047547	0.6568404505474544	0.1142116409164312	0.6827647125308558	8.987731142269304	23.72409398192886	12.802619121955544	0.7038202159692001	0.8268155001986035	1.0817240436044906	0.6118734943210159	0.5278386997840343	0.8970139005485486	8.987731142269304	26.95810994200548	0.4948593629934736	21.0	119.0	159.0	0.0	0.8749960064888	0.9629583954811096	0.7803921699523926	7.999999046325684	26.99998664855957	0.333333283662796	35.6	0.904761909297052	0.1249999977678571	batch-2025-04-16_16	batch-2025-04-16	1038.41
124.0	28.0	7.0	2.0589252217836616	2.017953200499688	1.1209963485218937	-0.5583302597382314	0.3899417599310565	0.1086730968717053	0.0310734463276836	0.943089430894309	0.4862745098039215	0.0019474611545583	0.0085221864564873	0.0080742165560091	-0.2524124589529622	-0.0306654576833192	-0.5583302598470319	27.1023092762098	40.070480599520174	36.6155277566279	0.6651079887036396	0.4924142396271561	0.5827168164533263	-0.047547109852905	-0.9472811922237984	-1.035047431375124	27.1023092762098	54.28020162428388	0.7403753731202621	54.0	104.0	189.0	0.0	0.7741919159889221	0.9430874586105348	0.5137255191802979	4.428571224212647	17.571426391601562	0.2580645084381103	81.39999999999999	0.8653846179733727	0.2258064497918834	batch-2025-04-25_1	batch-2025-04-25	139.01
172.0	117.0	42.0	2.401041693841865	3.067227406360494	3.02198343883935	-1.1553901005277578	0.2225446041849443	0.4899804457528615	0.0959595959595959	0.7528735632183907	0.6745098039215687	0.0019853133910841	0.0166709134174833	0.0094158497797724	0.4352685560591838	-0.5763435991264598	-1.1553901006380392	53.64818725026156	14.904692145300602	47.68892116289207	0.9913642205778288	1.264589389141299	0.8392425254133966	-0.2308573063051797	-0.4987057256836817	-0.5584385367599211	53.64818725026156	49.96381740446501	1.2678750801158267	125.0	88.0	169.0	0.0	0.3216370046138763	0.7528724670410156	0.3254901766777038	1.4741379022598269	4.046511650085449	0.3644067943096161	134.8	-0.7027026336742175	0.6783625691323827	batch-2025-04-25_2	batch-2025-04-25	5.59
121.0	24.0	7.0	3.354179938966549	1.5735983180900242	1.1524646957445344	-1.124699956840064	0.5075399072408582	-0.2348289929942914	0.0265486725663716	0.943089430894309	0.4745098039215686	0.0017067818605305	0.0092830388506428	0.0131536468194731	0.5061974327437812	0.2137743360451816	-1.1246999568039966	25.95270901146504	39.82584552206617	35.03582654172429	0.8440713941049377	0.9549905322477782	0.9496223439202344	-0.8630278024705622	-1.2740295740701908	-1.0128079803039367	25.95270901146504	53.04344552354485	0.7215003373701003	51.0	106.0	189.0	0.0	0.7983176112174988	0.9430874586105348	0.5254901647567749	4.958333015441895	17.571426391601562	0.2692307531833648	78.4	0.8653846179733727	0.201680670574112	batch-2025-04-25_3	batch-2025-04-25	198.18
164.0	97.0	32.0	2.246997270400948	3.250088112229528	2.753376001015806	-0.7899730163695279	0.2836656882173649	0.3841244368632038	0.0827067669172932	0.803680981595092	0.6431372549019608	0.0022551504907457	0.0154048460727782	0.0088117540015755	-0.1124450100657714	-0.4208047836394013	-0.7899730164310446	47.6789074554421	21.921483236410022	45.61036209881896	1.0006266153265484	1.4112285164370988	0.5837020749495128	0.034034174747321	-0.1506811517297928	-0.0032566968990556	47.6789074554421	50.604906462413176	1.1227684580266193	110.0	90.0	175.0	0.0	0.4074068069458008	0.8036797046661377	0.356862723827362	1.6875	5.09375	0.3333333432674408	124.4	-1.5714283510204274	0.5925925889346136	batch-2025-04-25_4	batch-2025-04-25	9.8
